Seed_ID,Seed_Weight (mg),Seed_Size (mm),Seed_Color,Moisture_Content (%),Genetic_Marker_1,Genetic_Marker_2,Soil_pH,Temperature (°C),Humidity (%),Germination_Rate (%),Seed_Quality
S04916,2,2.69,Light,7.87,1,1,7.09,28,74,84,Medium
S04917,2.73,2.16,Medium,7.41,0,0,6.11,23,52,77,Medium
S04918,3.49,2.68,Medium,8.46,1,0,6.6,20,69,59,Low
S04919,3.38,2.83,Light,7.45,0,0,6.41,34,73,77,Medium
S04920,3.13,1.91,Dark,9.51,1,0,6.67,30,53,80,Medium
S04921,3.35,1.72,Medium,8.09,0,0,7.45,25,63,92,High
S04922,2.82,2.87,Light,9.18,0,0,6.45,25,54,81,Medium
S04923,2.27,2.46,Light,7.25,0,0,6.31,35,58,88,High
S04924,3.37,2.65,Dark,9.2,1,0,6.53,22,51,87,High
S04925,2.82,2.52,Dark,7.96,1,1,6.93,34,74,97,High
S04926,2.86,1.58,Light,9.14,1,1,6.97,30,77,92,High
S04927,2.73,2.93,Dark,7.66,1,1,6.85,26,50,87,High
S04928,3.48,2.58,Light,9.15,1,1,6.78,23,67,83,Medium
S04929,2.3,2,Medium,7.01,0,0,6.01,24,78,65,Low
S04930,3.02,2.55,Medium,7.02,1,1,7.16,23,68,64,Low
S04931,2.74,2.67,Light,9.73,0,0,6.42,23,64,65,Low
S04932,2.04,2.4,Light,7.66,1,1,6.34,21,63,94,High
S04933,3.25,2.06,Dark,9.74,1,1,6.13,26,54,85,Medium
S04934,2.91,2.08,Medium,8.23,0,1,6.13,30,69,59,Low
S04935,2.84,1.93,Dark,7.57,1,0,7.16,35,55,74,Medium
S04936,2.22,2.45,Light,7.89,1,1,7.12,21,50,84,Medium
S04937,3.1,1.57,Medium,8.14,1,0,6.75,29,54,98,High
S04938,2.97,2.54,Dark,9.76,1,0,6.91,28,80,68,Medium
S04939,2.76,2.38,Dark,7.36,0,0,6.16,30,62,82,Medium
S04940,2.11,2.54,Light,8.72,1,1,7.29,27,77,96,High
S04941,2.44,2.69,Medium,8.24,1,1,6.24,26,58,75,Medium
S04942,3.18,1.58,Medium,9.71,1,1,7.34,32,52,88,High
S04943,2.95,1.94,Dark,8.75,0,0,6.31,26,59,96,High
S04944,2.25,1.86,Dark,8.44,0,1,6.79,31,69,64,Low
S04945,2.8,2.49,Light,9.69,0,1,7.1,25,74,90,High
S04946,2.78,2,Medium,9.58,1,1,6.56,20,62,60,Low
S04947,2.6,2.48,Medium,7.9,0,0,7.27,22,56,69,Medium
S04948,2.78,2.6,Light,9.56,1,0,6.33,32,71,89,High
S04949,2.73,2.27,Light,7.17,0,1,6.78,21,53,64,Low
S04950,3.23,2.23,Light,7.24,1,0,6.09,22,65,52,Low
S04951,3.34,2.82,Medium,7.38,1,0,6.61,31,63,88,High
S04952,2.55,2.97,Medium,8.44,0,0,6.13,31,65,51,Low
S04953,2.78,2.24,Dark,8.55,0,1,6.04,23,50,55,Low
S04954,2.33,1.96,Dark,8.54,1,0,7.35,28,69,60,Low
S04955,2.58,2.72,Medium,7.44,1,1,7.48,34,65,77,Medium
S04956,2.14,1.72,Dark,9.12,1,1,6.48,26,52,67,Medium
S04957,2.63,1.83,Medium,8.54,1,0,6.56,34,61,82,Medium
S04958,2.39,2.84,Medium,9.38,1,0,6.15,33,67,54,Low
S04959,2.89,1.86,Light,9.92,0,1,7.46,30,51,90,High
S04960,2.74,1.95,Light,7.67,1,0,6.26,33,75,72,Medium
S04961,2.93,1.96,Light,7.58,1,0,6.09,23,56,89,High
S04962,2.87,2.07,Medium,8.94,1,0,6.76,26,63,86,High
S04963,2.53,2.14,Dark,9.59,0,0,6.84,26,64,83,Medium
S04964,2.08,1.74,Light,9.19,1,0,6.64,31,61,90,High
S04965,2.38,2.35,Light,9.72,0,0,6.76,26,77,56,Low
S04966,2.58,2.51,Medium,9.91,0,0,6.19,24,54,63,Low
S04967,2.81,1.62,Dark,8.61,1,0,6.36,28,67,97,High
S04968,3.02,1.69,Medium,9.89,1,0,7.32,27,69,73,Medium
S04969,2.41,2.17,Light,8.46,1,0,6.83,28,69,57,Low
S04970,2.75,1.68,Light,9.87,1,0,7.4,29,73,53,Low
S04971,2.86,2.21,Light,7.74,1,1,6.16,23,52,85,Medium
S04972,2.29,1.56,Light,9.77,0,0,7.02,27,68,85,Medium
S04973,2.84,2.75,Medium,9.99,1,1,6.05,32,71,90,High
S04974,3.15,1.86,Dark,9.35,0,1,6.51,26,79,73,Medium
S04975,2.1,2.41,Light,8.04,0,0,6.65,29,69,63,Low
S04976,2.88,2.45,Medium,8.88,1,1,6.56,23,65,82,Medium
S04977,2.56,2.32,Light,8,0,0,6.5,21,64,79,Medium
S04978,3.29,1.95,Medium,8.69,0,1,6.17,20,70,91,High
S04979,2.08,2.12,Light,7.79,0,1,7.01,20,50,70,Medium
S04980,2.82,1.66,Light,7.79,1,0,6.49,34,80,67,Medium
S04981,2.78,2.68,Medium,8.42,0,1,7.37,20,72,66,Medium
S04982,3.38,1.53,Medium,8.12,1,0,6.06,24,63,85,Medium
S04983,2.75,2.55,Dark,7.39,1,1,7.17,34,56,76,Medium
S04984,2.72,2.99,Medium,7.35,1,0,6.82,25,58,100,High
S04985,2.27,2.61,Dark,9.75,0,0,6.95,32,79,58,Low
S04986,2.64,1.86,Dark,9.31,0,0,6.47,27,53,66,Medium
S04987,3.24,1.78,Light,8.22,1,1,7.04,27,69,68,Medium
S04988,2.2,2.72,Medium,7.28,0,1,7.38,31,64,100,High
S04989,3.27,1.86,Dark,8.31,1,0,7.01,34,71,92,High
S04990,2.1,2.27,Dark,7.57,1,0,6.67,28,56,97,High
S04991,2.69,2.22,Dark,9.63,1,1,6.61,32,80,81,Medium
S04992,3.01,2.55,Light,9.04,1,1,7.28,26,54,95,High
S04993,2.27,2.85,Light,9.64,0,1,7.27,20,75,89,High
S04994,3.35,1.83,Dark,9.14,0,0,6.67,34,77,55,Low
S04995,3.26,2.24,Light,7.34,1,1,6.82,29,69,94,High
S04996,3.18,2.97,Light,9.71,0,0,6.6,32,67,61,Low
S04997,3.41,1.94,Light,9.78,1,1,7.47,33,61,59,Low
S04998,2.78,1.92,Medium,9.73,0,0,7.13,30,70,63,Low
S04999,2.18,2.02,Dark,8.92,0,1,6.78,22,62,62,Low
S05000,3.24,2.7,Medium,8.69,0,0,6.83,28,57,80,Medium
S05001,3.14,2.49,Dark,9.61,0,1,6.6,24,74,98,High
S05002,3.23,1.89,Medium,9.36,1,1,6.72,29,76,79,Medium
S05003,2.27,1.82,Dark,9.34,0,0,7.36,25,69,65,Low
S05004,2.27,2.18,Medium,9.87,0,1,7.17,30,56,81,Medium
S05005,2.73,1.94,Medium,9.11,1,0,6.7,22,76,62,Low
S05006,2.56,2.67,Dark,9.7,0,0,7.19,32,65,95,High
S05007,3.5,2.48,Medium,7.07,1,0,7.48,28,72,64,Low
S05008,2.71,2.69,Dark,7.63,0,0,6.25,31,73,99,High
S05009,2.61,1.55,Medium,9.43,1,0,6.26,25,55,64,Low
S05010,2.85,2.4,Medium,9.39,1,1,7.11,22,52,59,Low
S05011,3.38,2.96,Light,8.19,0,0,6.46,28,59,55,Low
S05012,3.43,2.27,Medium,8.23,1,1,6.42,34,54,81,Medium
S05013,2.04,2.53,Light,8.78,1,1,6.99,35,68,95,High
S05014,2.88,2.53,Dark,7.96,1,0,7.28,32,72,96,High
S05015,3.34,1.71,Dark,7.91,0,1,6.53,25,79,97,High
S05016,2.6,1.71,Light,9.26,0,0,6.79,26,57,98,High
S05017,2.38,1.85,Dark,9.27,1,1,6.14,35,74,74,Medium
S05018,2.15,1.74,Medium,7.21,0,0,6.32,32,66,58,Low
S05019,3.12,2.86,Dark,7.73,1,1,6.39,30,61,80,Medium
S05020,2.94,1.87,Dark,7.4,1,1,6.9,28,73,62,Low
S05021,2.15,1.51,Light,7.1,1,0,6.48,28,76,71,Medium
S05022,3.22,2.91,Light,9.94,0,1,7.38,32,76,67,Medium
S05023,3.15,2.88,Dark,9.76,0,1,6.58,32,63,70,Medium
S05024,2.05,1.52,Light,8.21,1,1,6.84,33,64,62,Low
S05025,2.85,2.77,Dark,8.45,0,0,7.04,21,51,54,Low
S05026,2.05,1.79,Dark,9.05,1,0,7.46,29,63,53,Low
S05027,2.39,2.04,Light,8.19,0,0,6.96,35,58,61,Low
S05028,2.75,1.51,Medium,9.76,0,0,6.32,22,79,61,Low
S05029,3.32,2.71,Medium,9.88,1,1,6.06,20,55,99,High
S05030,3.2,1.97,Dark,7.97,0,0,6.13,22,62,71,Medium
S05031,2.98,2.47,Dark,8.02,0,1,6.39,20,58,73,Medium
S05032,3.38,1.9,Medium,8.39,1,0,6.67,25,74,88,High
S05033,2.73,2.91,Dark,9.8,1,0,7.17,30,51,50,Low
S05034,3.38,2.29,Dark,8.46,1,0,7.34,22,80,53,Low
S05035,2.98,2.13,Light,9.7,0,1,6.51,29,75,96,High
S05036,3.02,2,Medium,9.75,0,1,6.14,32,53,60,Low
S05037,2.81,2.02,Medium,8.65,0,1,7.28,20,67,69,Medium
S05038,2.81,2.62,Dark,7.68,1,1,7.25,30,72,77,Medium
S05039,2.46,2.03,Medium,9.98,0,1,7,31,78,76,Medium
S05040,2.06,2.56,Dark,7.87,1,0,6.34,28,59,55,Low
S05041,2.81,2.08,Dark,9.39,0,1,7.33,33,70,51,Low
S05042,2.89,1.53,Dark,9.92,1,1,6.44,34,51,62,Low
S05043,2.9,1.75,Dark,9.03,0,0,6.63,28,64,62,Low
S05044,3.17,2.04,Medium,8.84,0,1,6.22,23,55,58,Low
S05045,2.05,1.59,Dark,9.3,1,0,6.4,31,75,94,High
S05046,2.18,1.66,Light,7.71,0,0,7.31,28,68,85,Medium
S05047,2.75,2.44,Light,9.8,0,1,6.4,20,78,84,Medium
S05048,2.84,2.81,Dark,7.51,0,0,7.08,30,55,64,Low
S05049,3.03,2.77,Light,8.71,1,0,7.03,27,76,62,Low
S05050,2.41,2.03,Medium,7.48,1,1,6.94,33,72,54,Low
S05051,2.83,1.53,Dark,7.62,0,0,7.48,27,64,85,Medium
S05052,2.47,1.92,Light,9.08,0,1,7.31,23,62,97,High
S05053,2.71,1.79,Medium,8.33,0,0,6.83,30,71,63,Low
S05054,2.41,2.58,Dark,8.9,0,1,6.57,26,73,93,High
S05055,2.43,2.39,Medium,8.46,1,1,6.61,31,74,89,High
S05056,2.37,2.97,Dark,9.8,0,0,6.99,35,51,63,Low
S05057,2.5,1.93,Light,7.23,0,0,7.35,33,68,84,Medium
S05058,2.97,1.65,Medium,9.05,1,1,6.53,21,61,68,Medium
S05059,3.47,2.92,Medium,7.87,0,1,7.09,31,78,91,High
S05060,3.04,2.55,Medium,9.82,0,1,7.28,33,52,88,High
S05061,2.41,2.26,Dark,9.7,0,0,6.59,28,67,50,Low
S05062,2.06,1.99,Medium,7.49,0,0,6.46,33,61,83,Medium
S05063,3.18,1.72,Medium,7.38,1,0,7.01,33,63,62,Low
S05064,3.06,1.52,Light,9.24,0,0,6.95,34,73,99,High
S05065,2.9,2.28,Light,8.88,0,0,7.47,24,62,52,Low
S05066,2.54,2.34,Medium,7.3,0,0,6.03,34,67,64,Low
S05067,2.02,1.61,Light,9.06,1,0,6.98,29,57,81,Medium
S05068,2.44,1.97,Light,8.8,0,1,6.32,32,76,77,Medium
S05069,3.29,2.28,Medium,8.07,0,1,6.15,23,75,74,Medium
S05070,2.1,2.33,Medium,9.09,0,1,6.32,34,58,54,Low
S05071,2.52,2.47,Medium,9.3,0,0,6.4,26,65,80,Medium
S05072,2.77,2.06,Dark,8.16,0,1,7.32,23,79,97,High
S05073,3.06,2.74,Dark,7.96,0,1,6.27,22,68,96,High
S05074,2.55,2.07,Dark,8.08,0,1,7.41,32,59,83,Medium
S05075,2.18,2.24,Medium,8.57,0,0,7.17,33,59,64,Low
S05076,3.38,2.97,Light,9.52,1,1,6.51,35,74,67,Medium
S05077,2.8,2.96,Light,8.05,0,0,6.93,20,54,66,Medium
S05078,3.27,2.8,Medium,8.11,1,0,6.59,27,61,77,Medium
S05079,2.92,1.54,Light,8.47,0,1,6.29,21,51,62,Low
S05080,2.73,2.98,Light,8.13,1,1,7.3,24,74,97,High
S05081,2.18,2.31,Medium,9.23,1,1,6.71,31,79,77,Medium
S05082,3.01,2.96,Dark,7.83,0,1,7.05,31,59,69,Medium
S05083,2.75,2.19,Dark,9.14,1,1,7,22,56,52,Low
S05084,2.95,2.87,Medium,7.14,1,1,7.22,27,73,56,Low
S05085,2.23,2.89,Light,7.03,1,0,7.18,22,70,58,Low
S05086,2.53,2.89,Medium,7.42,1,0,7.19,30,75,89,High
S05087,2.93,2.73,Light,7.94,1,1,6.79,34,75,52,Low
S05088,2.41,2.85,Medium,7.89,0,1,6.81,24,76,83,Medium
S05089,2.14,2.28,Light,9.96,1,0,6.43,29,66,89,High
S05090,3.41,1.98,Light,9.01,1,1,6.22,33,62,97,High
S05091,2.89,2.01,Medium,9.19,0,0,6.71,35,73,96,High
S05092,3.32,2.98,Medium,7.99,0,1,6.03,21,75,76,Medium
S05093,2.69,2.25,Dark,8.71,1,0,6.27,23,50,72,Medium
S05094,2.39,1.66,Medium,8.75,0,0,7.16,25,67,86,High
S05095,2.87,2.21,Light,9.38,1,0,7.01,30,67,61,Low
S05096,2.39,2.12,Medium,8.84,0,1,6.86,32,79,58,Low
S05097,2.75,2.45,Light,9.06,0,0,6.95,29,62,61,Low
S05098,2.74,2.12,Light,7.07,0,0,7.08,27,64,57,Low
S05099,2.4,2.06,Medium,8.26,0,0,7.15,22,55,91,High
S05100,3.25,2.8,Medium,9.53,0,0,7.15,26,60,95,High
S05101,3.1,2.58,Dark,7.47,0,1,6.11,30,61,63,Low
S05102,2.51,2.83,Dark,8.49,1,1,7.24,29,65,60,Low
S05103,2.07,1.72,Light,7.84,0,1,7.42,24,61,66,Medium
S05104,2.52,2.29,Dark,8.32,0,0,6.19,34,57,51,Low
S05105,2.8,2.82,Light,7.16,1,0,6.74,20,61,97,High
S05106,2.88,2.54,Light,8.56,1,1,6.33,32,74,93,High
S05107,2.34,2.15,Light,9.59,0,0,7.1,21,70,75,Medium
S05108,2.31,2.16,Light,8.02,0,1,7.37,24,72,92,High
S05109,3.19,2.38,Medium,8.22,0,1,7.47,20,52,86,High
S05110,2.35,1.78,Light,7.32,0,1,7.28,35,64,99,High
S05111,2.03,1.91,Dark,8.94,1,0,6.77,27,51,67,Medium
S05112,2.42,2.18,Medium,9.09,0,1,6.68,31,62,67,Medium
S05113,2.7,1.79,Light,8.61,1,1,6.18,33,62,70,Medium
S05114,2.34,2.73,Dark,7.23,0,0,6.44,27,54,78,Medium
S05115,2.38,2.68,Light,9.52,1,1,6.29,21,61,69,Medium
S05116,2.96,2.05,Light,7.84,1,1,7.18,28,66,96,High
S05117,3.02,1.69,Dark,8.38,1,0,6.33,35,70,64,Low
S05118,2.9,2.79,Light,7.26,1,1,7.22,33,66,55,Low
S05119,2.88,2.68,Medium,8.15,0,1,6.23,29,68,64,Low
S05120,2.73,2.7,Medium,7.31,1,0,6.46,26,56,85,Medium
S05121,2.39,2.39,Medium,8.28,0,0,6.28,27,67,72,Medium
S05122,3.33,2.19,Medium,8.49,0,0,6.68,33,65,66,Medium
S05123,2.72,2.52,Medium,7,0,1,6.38,35,76,92,High
S05124,2.46,1.62,Light,7.54,1,1,6.17,26,66,58,Low
S05125,2.45,2.72,Light,9,0,1,6.15,30,78,82,Medium
S05126,2.56,2.72,Dark,7.05,1,1,6.06,31,53,85,Medium
S05127,2.23,2.82,Medium,7.35,0,0,7.32,21,60,64,Low
S05128,2.62,2.83,Light,9.82,1,0,7.47,25,79,97,High
S05129,3.18,2.47,Medium,9.04,0,0,6.93,25,80,88,High
S05130,2.37,2.78,Light,7.72,0,1,6.44,24,60,84,Medium
S05131,2.23,1.68,Medium,7.6,0,0,6.32,28,64,99,High
S05132,3.31,2.85,Medium,8.18,0,0,6.63,33,58,87,High
S05133,2.8,1.82,Light,8.77,1,1,6.25,21,56,87,High
S05134,3.44,1.87,Medium,9.05,1,0,6.87,22,58,88,High
S05135,2.2,2.99,Light,7.38,0,1,7.01,31,50,69,Medium
S05136,2.79,2.82,Light,7.71,0,0,6.88,28,50,94,High
S05137,3.08,2.15,Light,9.92,0,0,6.59,29,68,99,High
S05138,2.65,2.56,Light,9.68,0,0,7.03,27,62,92,High
S05139,2.77,1.97,Dark,8.87,0,0,6.46,26,50,66,Medium
S05140,3,1.5,Medium,8.69,0,0,6.28,33,58,99,High
S05141,2.92,2.48,Dark,7.13,0,1,6.91,23,60,54,Low
S05142,2.35,1.86,Dark,8.72,1,0,6.26,34,63,56,Low
S05143,2.93,1.98,Light,8.61,1,1,6.96,34,57,59,Low
S05144,2.44,1.66,Medium,9.63,1,1,6.21,25,67,99,High
S05145,3.41,1.57,Dark,9.69,1,0,7.24,30,80,98,High
S05146,2.62,2,Light,8,0,0,6.68,33,55,91,High
S05147,2.52,1.52,Medium,7.88,0,0,6.02,28,63,63,Low
S05148,3.42,2.2,Dark,9.5,0,1,6.64,23,79,74,Medium
S05149,3.49,2.12,Dark,9.57,0,0,7.18,28,54,100,High
S05150,3.13,2.9,Medium,7.41,0,0,6.45,20,53,91,High
S05151,2.68,1.56,Dark,7.77,1,0,7.14,32,64,65,Low
S05152,3.33,2.37,Light,9.39,0,1,7.3,21,72,81,Medium
S05153,2.25,2.01,Dark,7.87,1,1,7.21,35,78,97,High
S05154,2.37,2.86,Medium,7.8,1,1,6.82,28,58,97,High
S05155,2.85,1.64,Dark,7.97,1,0,6.27,25,52,96,High
S05156,2.97,2.02,Dark,8.1,0,1,6.98,32,65,63,Low
S05157,2.58,1.76,Medium,8.21,0,0,7.25,33,50,91,High
S05158,3.32,2.69,Dark,8.93,0,0,6.2,28,59,91,High
S05159,3.17,1.86,Medium,9.57,1,0,6.11,32,66,66,Medium
S05160,3.16,2.36,Light,7.61,0,0,6.06,20,69,96,High
S05161,3.42,2.08,Dark,8.59,1,1,7.36,24,62,75,Medium
S05162,2.14,1.96,Dark,7.54,0,1,6.14,31,75,80,Medium
S05163,3.45,1.62,Dark,8.12,0,1,6.86,33,73,72,Medium
S05164,2.02,2.66,Light,9.37,0,0,7.45,34,76,62,Low
S05165,3.45,1.92,Dark,7.69,0,1,6.58,24,56,79,Medium
S05166,2.71,2.53,Medium,7.14,1,0,6.25,20,67,71,Medium
S05167,2.87,1.8,Dark,7.26,1,0,6.8,26,54,93,High
S05168,2.94,2.89,Medium,9.36,1,1,7.05,27,67,60,Low
S05169,3.14,2.75,Dark,8.65,1,1,6.15,31,79,88,High
S05170,2.04,1.57,Medium,8.92,1,1,7.28,28,64,91,High
S05171,2.89,2.2,Light,9.65,0,1,6.71,21,57,57,Low
S05172,2.49,1.95,Dark,8.13,1,1,6.86,21,68,85,Medium
S05173,2.71,1.61,Light,8.17,0,0,6.23,26,55,72,Medium
S05174,2.15,1.61,Medium,8.6,1,1,7.34,27,61,64,Low
S05175,2.02,2.43,Dark,7.78,0,0,7.2,34,50,99,High
S05176,3.29,2.47,Dark,8.63,0,1,6.72,26,59,66,Medium
S05177,3.12,2.88,Medium,8.03,0,0,6.61,29,63,65,Low
S05178,3.32,2.16,Light,9.51,1,0,7.03,32,74,97,High
S05179,2.05,2.7,Medium,9.34,0,1,7.18,27,77,72,Medium
S05180,3.33,2.7,Dark,7.74,0,1,6.26,30,53,56,Low
S05181,2.64,2.96,Dark,8.98,0,1,6.54,26,51,76,Medium
S05182,2.36,2.12,Light,8.54,0,0,6.09,27,79,76,Medium
S05183,2.38,2.8,Dark,7.93,1,0,7.32,28,70,78,Medium
S05184,2.08,1.74,Medium,9.73,1,1,6.33,20,52,82,Medium
S05185,2.24,2.82,Light,9.82,0,0,7.34,32,53,50,Low
S05186,2.29,1.8,Medium,7.76,1,1,6.25,24,70,63,Low
S05187,2.99,2.5,Light,7.58,0,0,6.28,29,78,60,Low
S05188,3.03,2.28,Medium,7.89,1,1,7.4,27,53,77,Medium
S05189,2.73,2.74,Medium,8.57,1,1,7.34,35,58,57,Low
S05190,2.88,1.53,Medium,9.49,1,1,6.13,26,57,75,Medium
S05191,2.94,2.75,Medium,8.53,0,0,6.95,23,56,53,Low
S05192,2.64,2.02,Dark,9.16,0,1,7.21,35,63,76,Medium
S05193,2.91,2.58,Medium,7.26,1,0,6.89,20,62,76,Medium
S05194,2.78,2.82,Dark,8.95,0,1,6,30,62,89,High
S05195,2.06,2.05,Medium,8.1,1,1,6.29,35,78,93,High
S05196,2.87,2.4,Dark,8.69,0,0,7.18,21,51,61,Low
S05197,2.86,2.13,Dark,9.27,1,1,6.4,28,51,87,High
S05198,3.47,2.98,Dark,9.65,1,1,6.16,25,54,80,Medium
S05199,2.05,1.51,Dark,9.78,0,0,6.11,35,77,71,Medium
S05200,2.1,2.02,Light,9.67,0,1,6.06,21,66,88,High
S05201,3.24,2.02,Dark,7.85,1,1,7.15,25,73,89,High
S05202,2.31,2.47,Light,9.18,0,1,7.32,27,76,74,Medium
S05203,2.04,2.34,Dark,9.65,0,0,6.07,26,78,64,Low
S05204,2.6,1.6,Dark,8.25,1,1,6.6,32,72,70,Medium
S05205,2.98,2.68,Light,9.66,0,0,7.43,27,73,97,High
S05206,2.69,2.6,Medium,9.47,0,1,6.74,26,54,95,High
S05207,2.06,1.69,Light,8.53,1,0,6.29,27,68,62,Low
S05208,2.42,2.71,Dark,8.49,1,1,6.43,30,78,85,Medium
S05209,3.41,1.78,Dark,8.56,0,0,6.83,32,73,98,High
S05210,2.28,2.77,Light,8.42,1,1,7.43,22,68,55,Low
S05211,3.02,1.68,Dark,8.51,0,0,6.23,20,70,92,High
S05212,2.49,2.28,Light,7.31,0,0,6.36,24,62,95,High
S05213,2.7,1.91,Medium,8.36,0,1,7.4,20,64,84,Medium
S05214,2.41,2.12,Dark,9.32,0,1,7.04,34,66,98,High
S05215,2.87,2.24,Light,8.03,0,1,6.14,22,54,80,Medium
S05216,3.22,1.54,Light,7.41,1,0,6.63,33,68,63,Low
S05217,3.47,1.99,Light,8.36,0,1,6.68,30,80,92,High
S05218,2.23,2.23,Light,9.07,1,1,6.7,21,57,58,Low
S05219,2.09,2.41,Dark,9.34,0,1,6.18,34,58,78,Medium
S05220,2.24,2.45,Medium,9.52,0,0,6.64,25,73,67,Medium
S05221,2.05,1.58,Light,7.69,1,0,6.6,24,75,65,Low
S05222,3.24,1.66,Light,7,1,0,6.56,22,61,93,High
S05223,2.2,2.81,Medium,7.8,1,1,6.14,27,61,95,High
S05224,3.08,1.6,Light,7.3,0,1,6.34,34,50,69,Medium
S05225,3.12,1.62,Medium,8.04,1,1,6.78,20,60,59,Low
S05226,3.31,2.69,Medium,9.64,0,1,6.07,31,57,85,Medium
S05227,3.01,2.88,Medium,8.88,1,0,7.41,26,60,96,High
S05228,2.16,1.54,Dark,8.94,1,1,6.06,21,58,82,Medium
S05229,3.3,2.94,Light,9.46,0,1,6.65,26,74,73,Medium
S05230,2.24,2.26,Light,8.7,0,1,6.61,24,79,97,High
S05231,2.35,2.07,Light,8.41,0,1,6.68,22,58,59,Low
S05232,3.44,2.02,Light,7.6,0,0,6.72,26,74,58,Low
S05233,2.59,2.55,Medium,7.7,1,1,7.25,33,56,85,Medium
S05234,3.49,1.51,Dark,9.53,0,0,6.99,28,51,63,Low
S05235,2.81,2.81,Light,8.85,0,0,7.48,24,53,89,High
S05236,3.23,2.44,Medium,9.35,1,1,6.09,34,72,93,High
S05237,2.54,2.32,Light,7.42,1,1,6.29,21,70,55,Low
S05238,3.37,2.66,Medium,9.39,0,0,7.18,31,53,51,Low
S05239,2.66,2.68,Dark,7.88,1,1,6.92,21,76,85,Medium
S05240,2.09,2.6,Medium,7.2,0,1,6.42,26,55,87,High
S05241,2.45,1.99,Dark,7.45,1,1,7.34,21,72,67,Medium
S05242,3.05,2.38,Dark,8.62,1,0,6.52,30,71,51,Low
S05243,2.65,2.87,Light,7.49,0,1,6.52,25,75,58,Low
S05244,2.21,2.68,Light,9.03,1,0,6.25,28,78,57,Low
S05245,3.03,2.02,Light,7.4,0,1,6.17,27,50,78,Medium
S05246,3.17,2.64,Light,8.64,1,0,6.37,25,68,65,Low
S05247,2.72,1.9,Medium,7.51,1,0,6.88,31,53,97,High
S05248,2.7,2.93,Dark,9.17,0,1,7.36,20,58,65,Low
S05249,2.34,2.14,Dark,7.76,1,1,7.46,35,77,63,Low
S05250,3.45,2.86,Medium,9.22,1,0,7.38,27,76,58,Low
S05251,3.41,2.4,Medium,7.21,1,0,7.04,29,72,53,Low
S05252,2.01,1.54,Light,9.42,1,1,6.32,22,79,98,High
S05253,2.16,2.12,Medium,7.6,0,0,6.28,33,58,61,Low
S05254,3.13,1.76,Dark,7.9,0,1,7.33,25,78,52,Low
S05255,3.49,2.96,Dark,7.28,0,1,6.69,28,61,77,Medium
S05256,2.16,2.47,Light,9.9,0,0,6.53,21,73,53,Low
S05257,2.58,1.72,Medium,8.59,1,0,6.66,30,73,64,Low
S05258,3.07,2.19,Medium,9.65,1,0,7.1,21,68,93,High
S05259,2.45,1.96,Light,10,0,0,6.8,25,65,62,Low
S05260,2.92,2.1,Light,7.61,0,0,7.32,20,78,68,Medium
S05261,2.05,2.86,Dark,9.05,0,0,7.07,21,72,80,Medium
S05262,2.51,1.78,Dark,8.92,0,0,6.63,27,80,70,Medium
S05263,2.41,2.23,Medium,8.29,0,0,6.9,21,66,88,High
S05264,2.86,2.78,Light,7.18,1,1,6.15,34,61,52,Low
S05265,3.28,1.79,Dark,7.81,0,1,7.23,25,55,94,High
S05266,2.64,2.92,Medium,7.67,1,0,7.31,24,56,88,High
S05267,2.63,2.54,Medium,8.73,0,1,7.24,34,79,60,Low
S05268,2.36,2.89,Medium,8.9,1,1,7.36,21,70,97,High
S05269,2.39,2.45,Light,7.29,1,1,6.51,23,74,50,Low
S05270,2.06,1.96,Light,7.47,1,0,6.66,23,54,97,High
S05271,2.07,2.63,Medium,7.54,0,1,7.48,34,53,90,High
S05272,2.36,2.65,Dark,10,1,0,6.97,30,56,73,Medium
S05273,3.02,2.58,Dark,9.81,1,1,6.89,29,53,87,High
S05274,2.19,2.37,Dark,7.99,0,1,7.31,20,64,100,High
S05275,3.05,1.58,Medium,7.15,0,0,6.26,28,58,75,Medium
S05276,3.48,2.73,Dark,9.73,0,1,6.79,20,50,77,Medium
S05277,2.95,2.59,Medium,8.1,1,1,6.35,25,70,95,High
S05278,2.9,2.21,Medium,9.99,1,0,7.01,29,69,92,High
S05279,2.15,1.53,Light,7.52,0,0,7.35,33,59,62,Low
S05280,3.47,1.7,Light,7.69,1,1,6.39,22,59,57,Low
S05281,2.24,2.92,Light,7.81,1,1,6.73,24,51,85,Medium
S05282,3.4,2.35,Light,9.61,1,1,6.08,33,67,89,High
S05283,2.62,1.61,Dark,9.52,0,1,6.53,31,68,76,Medium
S05284,3.34,2.77,Light,7.76,0,0,7.02,24,54,90,High
S05285,2.79,1.62,Light,9.61,1,1,7.13,28,66,57,Low
S05286,2.68,1.74,Medium,9.58,1,0,6.05,34,55,97,High
S05287,2.65,2.89,Dark,7.76,0,1,6.28,33,56,67,Medium
S05288,2.97,2,Light,7.48,0,1,6.12,31,50,78,Medium
S05289,2,2.42,Dark,7.04,1,0,6.19,32,77,67,Medium
S05290,3.3,1.79,Light,9.95,1,1,7.21,35,67,93,High
S05291,2.48,2.72,Medium,9.46,0,1,6.81,22,54,54,Low
S05292,3.36,2.25,Light,9.55,1,0,6.55,25,62,51,Low
S05293,2.96,2.67,Medium,8.77,0,1,6.11,23,75,61,Low
S05294,2.79,2.29,Medium,9.3,0,0,6.47,25,76,77,Medium
